temperature,humidity,CO2CosIRValue,CO2MG811Value,MOX1,MOX2,MOX3,MOX4,COValue
19.09,55.91,117.0,598.0,496.0,737.0,697.0,617.0,100.0
23.84,50.1,140.0,569.0,433.0,693.0,643.0,567.0,135.0
17.98,58.37,112.0,500.0,529.0,712.0,672.0,611.0,106.0
19.94,57.09,78.0,502.0,540.0,717.0,677.0,624.0,109.0
17.62,52.99,116.0,593.0,490.0,757.0,716.0,656.0,101.0
16.34,48.91,102.0,515.0,554.0,754.0,715.0,664.0,100.0
17.26,52.69,120.0,580.0,469.0,716.0,660.0,590.0,147.0
19.56,48.47,106.0,513.0,515.0,714.0,674.0,607.0,118.0
23.19,51.11,110.0,546.0,499.0,720.0,672.0,609.0,122.0
19.15,55.12,104.0,502.0,534.0,711.0,673.0,607.0,99.0
15.31,49.55,91.0,509.0,554.0,715.0,647.0,602.0,133.0
21.2,57.16,86.0,512.0,542.0,728.0,676.0,627.0,93.0
15.93,59.37,67.0,512.0,583.0,741.0,709.0,652.0,86.0
22.53,51.12,122.0,569.0,403.0,702.0,642.0,571.0,121.0
21.75,52.4,106.0,548.0,472.0,721.0,650.0,581.0,110.0
20.75,51.77,101.0,554.0,482.0,745.0,699.0,638.0,105.0
17.22,50.43,109.0,505.0,536.0,735.0,697.0,642.0,106.0
15.36,44.23,70.0,607.0,580.0,782.0,749.0,695.0,90.0
23.74,53.83,124.0,547.0,435.0,692.0,647.0,570.0,125.0
19.6,54.14,106.0,551.0,492.0,742.0,686.0,619.0,98.0
20.85,43.48,108.0,503.0,320.0,665.0,621.0,550.0,194.0
20.02,56.54,71.0,500.0,537.0,714.0,673.0,623.0,113.0
23.1,50.65,110.0,571.0,460.0,722.0,677.0,611.0,120.0
21.22,54.41,147.0,570.0,441.0,702.0,654.0,580.0,124.0
20.22,56.89,71.0,501.0,537.0,716.0,675.0,627.0,112.0
17.36,53.39,116.0,513.0,517.0,692.0,640.0,573.0,135.0
17.59,49.67,95.0,608.0,431.0,764.0,724.0,650.0,94.0
23.05,47.22,126.0,511.0,417.0,666.0,622.0,545.0,178.0
20.68,53.68,55.0,521.0,540.0,748.0,694.0,651.0,106.0
24.22,46.1,117.0,580.0,460.0,725.0,681.0,614.0,105.0
21.19,59.03,113.0,507.0,542.0,723.0,670.0,619.0,99.0
16.85,53.84,119.0,580.0,488.0,728.0,675.0,608.0,136.0
17.58,55.95,104.0,598.0,522.0,756.0,716.0,654.0,107.0
21.86,46.39,107.0,589.0,359.0,684.0,604.0,520.0,145.0
19.58,48.65,121.0,502.0,364.0,641.0,601.0,516.0,170.0
21.57,58.51,133.0,494.0,487.0,630.0,595.0,516.0,129.0
19.4,55.71,119.0,599.0,488.0,737.0,696.0,616.0,104.0
20.38,58.62,43.0,519.0,528.0,701.0,645.0,594.0,153.0
19.55,59.66,249.0,500.0,487.0,652.0,596.0,528.0,189.0
16.92,50.33,107.0,504.0,551.0,714.0,680.0,612.0,95.0
24.52,48.84,139.0,561.0,405.0,681.0,607.0,539.0,133.0
20.37,58.45,123.0,548.0,478.0,720.0,678.0,609.0,109.0
20.08,55.57,133.0,503.0,512.0,730.0,675.0,624.0,108.0
20.37,48.27,114.0,511.0,488.0,708.0,667.0,605.0,137.0
18.57,51.42,112.0,507.0,478.0,678.0,629.0,558.0,158.0
20.6,58.27,44.0,518.0,526.0,696.0,638.0,587.0,163.0
20.73,50.12,105.0,552.0,490.0,738.0,683.0,623.0,103.0
22.2,53.2,121.0,498.0,490.0,676.0,636.0,559.0,126.0
20.17,56.72,46.0,524.0,546.0,743.0,690.0,642.0,93.0
22.41,47.33,151.0,576.0,422.0,715.0,672.0,599.0,121.0
18.88,52.4,114.0,574.0,422.0,711.0,662.0,586.0,143.0
20.18,50.2,104.0,503.0,481.0,701.0,659.0,594.0,128.0
22.92,45.82,120.0,588.0,459.0,731.0,687.0,620.0,113.0
20.55,51.61,48.0,543.0,490.0,727.0,684.0,632.0,125.0
20.16,57.24,44.0,524.0,557.0,750.0,699.0,657.0,94.0
17.62,55.37,63.0,511.0,556.0,743.0,711.0,645.0,86.0
16.31,51.75,109.0,505.0,549.0,744.0,705.0,657.0,101.0
18.8,50.85,93.0,586.0,490.0,741.0,699.0,632.0,123.0
19.81,54.91,75.0,505.0,545.0,727.0,687.0,639.0,105.0
16.99,51.37,108.0,515.0,532.0,729.0,683.0,621.0,113.0
22.42,45.03,96.0,523.0,502.0,698.0,658.0,587.0,133.0
23.63,44.96,149.0,575.0,440.0,703.0,661.0,578.0,120.0
17.23,55.49,105.0,525.0,545.0,730.0,678.0,627.0,123.0
20.16,56.41,68.0,505.0,539.0,720.0,679.0,629.0,108.0
18.35,53.97,120.0,590.0,501.0,731.0,691.0,611.0,101.0
20.71,53.83,65.0,542.0,513.0,725.0,667.0,615.0,129.0
19.1,58.55,77.0,544.0,522.0,731.0,690.0,633.0,89.0
18.44,51.65,111.0,506.0,475.0,679.0,630.0,560.0,157.0
22.67,55.97,117.0,528.0,423.0,629.0,588.0,493.0,141.0
19.96,54.0,72.0,506.0,545.0,730.0,690.0,642.0,102.0
19.08,50.24,98.0,565.0,520.0,754.0,714.0,654.0,128.0
21.95,52.85,106.0,547.0,463.0,718.0,641.0,576.0,114.0
19.63,56.92,133.0,562.0,389.0,690.0,647.0,565.0,133.0
16.65,49.55,104.0,514.0,543.0,746.0,707.0,648.0,105.0
22.88,46.79,122.0,511.0,424.0,673.0,631.0,552.0,195.0
16.94,50.46,107.0,504.0,551.0,714.0,680.0,612.0,94.0
23.69,48.27,107.0,523.0,496.0,705.0,663.0,595.0,118.0
18.2,51.34,56.0,546.0,584.0,758.0,723.0,672.0,96.0
20.86,53.89,119.0,541.0,511.0,724.0,664.0,612.0,123.0
20.16,56.82,45.0,523.0,547.0,743.0,690.0,642.0,94.0
22.82,50.69,108.0,526.0,476.0,673.0,634.0,540.0,143.0
24.58,57.86,371.0,471.0,342.0,528.0,478.0,383.0,654.0
23.4,50.09,122.0,574.0,416.0,714.0,666.0,593.0,134.0
18.76,48.48,102.0,505.0,494.0,702.0,662.0,596.0,122.0
17.81,53.82,114.0,506.0,520.0,718.0,676.0,620.0,112.0
20.18,57.09,72.0,500.0,534.0,713.0,671.0,622.0,119.0
19.46,49.38,82.0,615.0,524.0,762.0,722.0,661.0,91.0
21.28,50.43,151.0,499.0,474.0,667.0,626.0,548.0,138.0
20.14,59.04,268.0,496.0,481.0,647.0,596.0,519.0,195.0
19.28,54.22,102.0,549.0,484.0,725.0,670.0,610.0,126.0
17.37,47.29,63.0,541.0,588.0,765.0,731.0,686.0,87.0
19.72,44.86,80.0,614.0,441.0,758.0,720.0,648.0,93.0
17.3,53.23,80.0,531.0,501.0,750.0,713.0,648.0,104.0
21.48,53.66,125.0,554.0,440.0,701.0,654.0,585.0,148.0
23.44,50.8,116.0,538.0,464.0,698.0,646.0,581.0,159.0
23.4,50.5,101.0,529.0,503.0,700.0,658.0,591.0,105.0
20.26,58.91,43.0,518.0,526.0,699.0,643.0,591.0,156.0
23.57,51.69,114.0,545.0,482.0,713.0,668.0,599.0,119.0
19.55,49.52,114.0,596.0,439.0,735.0,692.0,615.0,112.0
18.93,47.33,81.0,517.0,519.0,718.0,682.0,617.0,127.0
17.53,54.29,119.0,507.0,521.0,720.0,678.0,621.0,111.0
17.22,53.55,64.0,511.0,589.0,748.0,717.0,661.0,81.0
21.43,47.61,116.0,506.0,474.0,673.0,630.0,565.0,128.0
17.99,50.63,91.0,505.0,541.0,733.0,697.0,639.0,93.0
19.95,55.8,141.0,563.0,393.0,699.0,646.0,567.0,122.0
21.2,46.25,90.0,531.0,557.0,739.0,700.0,648.0,95.0
18.04,44.38,64.0,628.0,586.0,793.0,763.0,708.0,77.0
19.4,53.97,97.0,501.0,529.0,695.0,645.0,589.0,135.0
23.31,51.24,109.0,546.0,438.0,715.0,665.0,602.0,120.0
18.45,52.06,85.0,593.0,544.0,760.0,723.0,660.0,95.0
19.51,59.66,52.0,541.0,496.0,695.0,642.0,585.0,110.0
17.75,48.88,95.0,510.0,549.0,705.0,667.0,601.0,117.0
20.29,54.92,66.0,541.0,513.0,724.0,665.0,613.0,129.0
21.55,49.28,107.0,524.0,537.0,710.0,671.0,603.0,110.0
20.01,52.18,87.0,616.0,396.0,751.0,698.0,617.0,107.0
21.8,44.63,80.0,561.0,527.0,757.0,713.0,660.0,97.0
21.86,46.68,115.0,500.0,460.0,680.0,639.0,567.0,117.0
14.06,44.88,66.0,518.0,583.0,763.0,729.0,669.0,114.0
17.41,56.67,50.0,522.0,570.0,763.0,713.0,674.0,96.0
22.96,53.06,119.0,552.0,451.0,702.0,660.0,580.0,119.0
23.01,49.98,128.0,551.0,456.0,703.0,644.0,572.0,124.0
21.05,63.38,115.0,501.0,420.0,642.0,583.0,497.0,169.0
23.96,49.53,109.0,550.0,447.0,732.0,681.0,619.0,114.0
22.64,51.63,104.0,606.0,470.0,736.0,684.0,607.0,119.0
18.56,53.53,68.0,570.0,580.0,762.0,730.0,673.0,83.0
17.73,51.83,115.0,502.0,546.0,711.0,674.0,612.0,103.0
23.19,48.7,116.0,594.0,454.0,715.0,672.0,585.0,114.0
15.36,53.22,111.0,504.0,532.0,700.0,649.0,597.0,135.0
18.2,55.17,118.0,521.0,535.0,727.0,682.0,628.0,121.0
18.85,46.09,89.0,524.0,540.0,717.0,666.0,608.0,127.0
19.2,48.28,102.0,503.0,521.0,704.0,663.0,602.0,129.0
20.21,58.4,126.0,549.0,481.0,722.0,681.0,612.0,108.0
20.74,60.5,101.0,509.0,543.0,725.0,672.0,623.0,99.0
18.84,55.02,33.0,551.0,558.0,749.0,708.0,649.0,121.0
20.3,60.01,74.0,497.0,528.0,694.0,652.0,602.0,129.0
20.27,55.41,118.0,506.0,521.0,731.0,677.0,626.0,107.0
20.69,47.27,50.0,523.0,537.0,733.0,677.0,600.0,93.0
23.45,46.98,114.0,516.0,489.0,674.0,632.0,555.0,148.0
22.48,57.24,388.0,475.0,429.0,599.0,546.0,456.0,300.0
20.1,53.84,121.0,577.0,491.0,733.0,691.0,626.0,98.0
20.03,57.4,131.0,560.0,470.0,718.0,672.0,603.0,106.0
23.4,50.15,95.0,550.0,495.0,727.0,680.0,619.0,102.0
23.08,56.5,420.0,477.0,463.0,639.0,582.0,505.0,308.0
20.92,55.13,71.0,537.0,499.0,725.0,680.0,621.0,112.0
20.46,58.42,42.0,519.0,525.0,698.0,641.0,590.0,156.0
18.66,49.68,95.0,504.0,532.0,727.0,690.0,631.0,96.0
19.04,56.34,108.0,554.0,490.0,711.0,663.0,591.0,124.0
21.58,54.14,115.0,544.0,452.0,720.0,673.0,608.0,112.0
21.86,46.84,107.0,589.0,359.0,683.0,602.0,517.0,144.0
20.29,57.82,76.0,532.0,481.0,712.0,664.0,603.0,114.0
22.62,54.89,121.0,550.0,474.0,705.0,646.0,577.0,120.0
23.91,49.68,114.0,550.0,455.0,733.0,681.0,621.0,116.0
20.24,48.32,112.0,512.0,507.0,710.0,669.0,603.0,127.0
20.3,53.62,106.0,550.0,477.0,731.0,670.0,601.0,101.0
20.18,55.24,68.0,503.0,539.0,716.0,675.0,622.0,113.0
17.88,54.44,112.0,526.0,550.0,746.0,706.0,658.0,103.0
17.88,52.7,124.0,590.0,487.0,746.0,694.0,628.0,100.0
20.33,52.58,54.0,522.0,541.0,753.0,700.0,659.0,104.0
20.42,55.7,121.0,496.0,524.0,697.0,655.0,596.0,131.0
19.06,59.02,99.0,502.0,544.0,709.0,669.0,612.0,101.0
19.29,56.63,111.0,600.0,471.0,726.0,664.0,589.0,110.0
22.32,51.28,96.0,502.0,502.0,686.0,648.0,574.0,111.0
20.31,46.98,104.0,515.0,499.0,714.0,671.0,611.0,134.0
18.89,53.79,95.0,574.0,511.0,705.0,633.0,567.0,137.0
20.22,55.1,74.0,502.0,540.0,725.0,684.0,639.0,109.0
17.33,51.91,64.0,515.0,511.0,718.0,680.0,617.0,145.0
20.3,49.56,107.0,509.0,502.0,702.0,662.0,594.0,120.0
21.69,45.48,113.0,501.0,509.0,704.0,657.0,597.0,109.0
20.02,54.57,103.0,531.0,503.0,720.0,675.0,603.0,101.0
22.04,52.0,93.0,556.0,454.0,732.0,682.0,625.0,106.0
17.82,54.79,134.0,585.0,490.0,731.0,675.0,598.0,97.0
24.5,50.64,111.0,547.0,470.0,656.0,561.0,512.0,127.0
20.34,58.74,115.0,531.0,470.0,677.0,632.0,554.0,116.0
18.44,48.89,80.0,574.0,533.0,758.0,720.0,659.0,88.0
19.5,50.86,112.0,597.0,486.0,737.0,694.0,619.0,115.0
21.14,57.45,70.0,496.0,531.0,700.0,660.0,610.0,110.0
18.73,52.28,112.0,576.0,435.0,718.0,668.0,591.0,153.0
19.92,56.04,121.0,541.0,517.0,728.0,671.0,618.0,121.0
17.46,49.86,97.0,511.0,547.0,720.0,682.0,617.0,111.0
20.22,57.74,73.0,497.0,536.0,711.0,669.0,621.0,117.0
20.17,57.79,132.0,548.0,486.0,698.0,628.0,562.0,121.0
20.34,55.61,107.0,508.0,527.0,732.0,679.0,629.0,106.0
18.02,54.49,135.0,585.0,486.0,727.0,673.0,595.0,97.0
20.66,58.29,125.0,548.0,474.0,716.0,674.0,602.0,109.0
20.75,49.33,84.0,612.0,501.0,756.0,713.0,647.0,116.0
16.65,48.73,63.0,511.0,594.0,763.0,731.0,687.0,83.0
22.57,52.44,142.0,561.0,333.0,670.0,603.0,524.0,151.0
17.63,55.45,122.0,590.0,506.0,743.0,702.0,631.0,99.0
18.85,47.78,111.0,502.0,520.0,725.0,686.0,628.0,103.0
20.63,51.81,121.0,503.0,500.0,684.0,632.0,569.0,157.0
16.88,51.78,108.0,515.0,533.0,729.0,682.0,619.0,114.0
19.88,49.25,90.0,612.0,519.0,759.0,718.0,655.0,94.0
17.7,51.34,116.0,589.0,431.0,743.0,687.0,599.0,99.0
20.74,59.41,117.0,529.0,458.0,649.0,609.0,519.0,126.0
22.04,52.41,140.0,535.0,450.0,675.0,622.0,545.0,203.0
20.18,57.43,75.0,499.0,533.0,710.0,667.0,616.0,120.0
17.8,52.71,114.0,513.0,532.0,707.0,668.0,596.0,117.0
20.68,58.49,43.0,518.0,527.0,697.0,640.0,588.0,167.0
20.39,48.39,110.0,506.0,475.0,673.0,623.0,551.0,166.0
17.74,51.81,116.0,502.0,544.0,711.0,674.0,613.0,103.0
21.13,54.3,94.0,504.0,528.0,695.0,659.0,589.0,114.0
19.08,54.45,117.0,581.0,471.0,735.0,693.0,625.0,98.0
21.72,52.39,110.0,553.0,493.0,711.0,666.0,596.0,127.0
16.14,41.7,63.0,516.0,592.0,771.0,740.0,685.0,88.0
19.49,57.24,102.0,499.0,524.0,691.0,642.0,583.0,137.0
20.09,49.38,114.0,588.0,361.0,703.0,628.0,539.0,127.0
18.6,48.78,104.0,505.0,495.0,703.0,664.0,601.0,119.0
19.54,50.71,123.0,589.0,472.0,726.0,660.0,591.0,116.0
19.93,55.07,67.0,505.0,543.0,722.0,682.0,630.0,101.0
17.7,43.16,74.0,514.0,563.0,757.0,721.0,676.0,99.0
24.32,42.56,110.0,597.0,478.0,741.0,700.0,632.0,106.0
20.04,58.25,112.0,532.0,481.0,703.0,656.0,591.0,111.0
22.91,50.25,134.0,588.0,420.0,719.0,672.0,581.0,141.0
21.32,57.08,137.0,558.0,435.0,700.0,647.0,574.0,123.0
23.74,51.2,103.0,550.0,470.0,713.0,649.0,591.0,104.0
16.2,44.33,76.0,605.0,576.0,789.0,756.0,712.0,104.0
17.54,55.15,129.0,586.0,495.0,736.0,684.0,609.0,96.0
15.35,58.69,71.0,509.0,581.0,749.0,712.0,668.0,99.0
14.66,50.85,107.0,507.0,545.0,710.0,664.0,608.0,108.0
22.82,52.81,113.0,548.0,471.0,696.0,627.0,569.0,115.0
19.72,57.05,73.0,502.0,537.0,720.0,679.0,629.0,114.0
19.9,56.83,73.0,501.0,536.0,714.0,672.0,622.0,111.0
20.83,55.86,108.0,600.0,431.0,727.0,674.0,603.0,181.0
24.62,46.03,123.0,511.0,463.0,634.0,567.0,502.0,213.0
22.81,51.75,117.0,548.0,478.0,705.0,639.0,580.0,112.0
15.02,51.09,85.0,513.0,570.0,733.0,697.0,640.0,105.0
20.9,55.38,86.0,512.0,530.0,737.0,680.0,630.0,108.0
23.57,50.95,58.0,537.0,501.0,715.0,668.0,611.0,118.0
22.66,47.2,129.0,585.0,392.0,707.0,665.0,572.0,108.0
19.11,52.83,136.0,582.0,465.0,731.0,690.0,618.0,104.0
22.14,45.03,129.0,498.0,457.0,687.0,645.0,583.0,130.0
19.14,54.88,80.0,584.0,539.0,748.0,713.0,650.0,103.0
20.14,49.07,114.0,597.0,461.0,734.0,692.0,618.0,118.0
24.06,50.68,111.0,545.0,464.0,706.0,658.0,585.0,130.0
18.59,51.26,107.0,519.0,542.0,711.0,670.0,605.0,120.0
23.68,49.24,131.0,540.0,407.0,630.0,559.0,478.0,311.0
21.52,49.66,102.0,523.0,483.0,702.0,657.0,594.0,142.0
22.5,51.16,90.0,556.0,453.0,732.0,682.0,625.0,105.0
23.11,51.25,60.0,538.0,464.0,705.0,658.0,598.0,129.0
19.08,54.43,112.0,545.0,508.0,723.0,669.0,613.0,132.0
17.12,50.99,77.0,610.0,552.0,773.0,738.0,689.0,99.0
22.64,49.73,103.0,538.0,524.0,765.0,717.0,651.0,117.0
21.27,54.16,143.0,570.0,443.0,702.0,654.0,581.0,126.0
23.1,51.1,122.0,534.0,511.0,762.0,713.0,646.0,135.0
18.96,52.59,120.0,573.0,424.0,715.0,667.0,592.0,133.0
19.3,56.75,142.0,565.0,429.0,724.0,682.0,610.0,120.0
18.14,57.23,74.0,508.0,551.0,727.0,692.0,629.0,91.0
19.92,55.3,61.0,540.0,529.0,739.0,693.0,645.0,102.0
20.61,58.07,42.0,518.0,528.0,704.0,647.0,598.0,152.0
18.28,59.29,91.0,504.0,554.0,725.0,684.0,637.0,100.0
19.96,57.61,69.0,499.0,536.0,711.0,669.0,621.0,116.0
20.86,53.89,54.0,521.0,539.0,747.0,694.0,650.0,106.0
24.54,47.7,109.0,541.0,394.0,717.0,641.0,567.0,148.0
23.81,51.7,128.0,559.0,396.0,699.0,640.0,573.0,135.0
23.15,49.82,125.0,551.0,459.0,705.0,646.0,574.0,122.0
15.68,38.23,76.0,518.0,581.0,772.0,729.0,676.0,105.0
20.88,60.2,96.0,510.0,540.0,726.0,674.0,624.0,100.0
22.63,52.13,106.0,546.0,443.0,709.0,624.0,559.0,119.0
23.22,57.49,158.0,503.0,488.0,710.0,640.0,572.0,161.0
21.16,54.68,54.0,542.0,520.0,715.0,670.0,609.0,118.0
21.42,49.0,135.0,503.0,505.0,688.0,647.0,576.0,127.0
19.62,48.33,122.0,501.0,402.0,626.0,557.0,494.0,171.0
22.19,51.33,127.0,552.0,449.0,700.0,638.0,566.0,126.0
23.1,57.7,163.0,501.0,499.0,718.0,650.0,583.0,139.0
16.9,43.64,90.0,599.0,395.0,762.0,717.0,622.0,107.0
23.72,51.38,118.0,536.0,451.0,661.0,571.0,524.0,173.0
25.0,46.38,112.0,597.0,395.0,666.0,563.0,489.0,124.0
23.7,49.63,111.0,570.0,459.0,720.0,674.0,608.0,119.0
22.42,54.03,160.0,496.0,457.0,666.0,617.0,549.0,169.0
18.8,46.74,86.0,609.0,482.0,756.0,717.0,644.0,92.0
24.49,44.83,97.0,604.0,439.0,735.0,692.0,617.0,103.0
19.23,44.54,76.0,611.0,517.0,770.0,734.0,681.0,91.0
19.38,52.19,101.0,505.0,500.0,707.0,666.0,606.0,119.0
20.66,58.1,124.0,548.0,475.0,717.0,675.0,604.0,110.0
24.32,50.32,120.0,536.0,459.0,668.0,582.0,532.0,174.0
17.81,52.98,30.0,551.0,522.0,749.0,708.0,654.0,98.0
20.28,49.8,116.0,504.0,511.0,703.0,664.0,605.0,112.0
19.21,51.95,118.0,506.0,506.0,706.0,664.0,602.0,123.0
21.66,55.18,135.0,560.0,433.0,699.0,638.0,571.0,126.0
22.42,44.34,83.0,561.0,525.0,755.0,711.0,658.0,99.0
24.0,53.23,120.0,548.0,473.0,701.0,647.0,576.0,120.0
18.36,52.81,102.0,525.0,536.0,740.0,701.0,644.0,103.0
16.04,45.36,71.0,606.0,578.0,789.0,757.0,714.0,96.0
16.17,52.17,112.0,509.0,562.0,742.0,702.0,654.0,101.0
25.48,48.82,211.0,506.0,441.0,640.0,580.0,505.0,170.0
23.96,47.2,127.0,512.0,465.0,635.0,567.0,503.0,217.0
17.82,48.8,86.0,612.0,454.0,763.0,724.0,655.0,94.0
23.9,51.21,65.0,537.0,506.0,712.0,666.0,604.0,113.0
20.73,57.51,132.0,559.0,452.0,704.0,654.0,581.0,116.0
18.92,58.61,113.0,498.0,507.0,691.0,653.0,582.0,112.0
21.15,45.94,113.0,510.0,460.0,705.0,663.0,600.0,123.0
21.72,53.95,99.0,533.0,460.0,698.0,653.0,581.0,110.0
22.46,51.14,114.0,565.0,490.0,706.0,639.0,577.0,126.0
18.72,53.12,109.0,560.0,470.0,710.0,659.0,585.0,126.0
22.06,57.1,115.0,531.0,445.0,666.0,614.0,541.0,137.0
19.74,60.35,133.0,495.0,520.0,654.0,622.0,534.0,113.0
19.53,54.72,105.0,601.0,474.0,735.0,694.0,616.0,100.0
20.32,48.56,112.0,589.0,357.0,702.0,626.0,533.0,128.0
19.8,56.21,101.0,533.0,469.0,712.0,667.0,604.0,109.0
23.7,50.24,258.0,488.0,412.0,626.0,574.0,495.0,252.0
22.0,48.21,152.0,575.0,401.0,709.0,665.0,592.0,124.0
24.12,47.58,113.0,576.0,457.0,718.0,674.0,606.0,123.0
20.13,55.08,66.0,506.0,543.0,726.0,686.0,637.0,101.0
20.46,56.0,122.0,496.0,524.0,696.0,654.0,594.0,131.0
18.72,57.75,144.0,565.0,431.0,726.0,684.0,612.0,118.0
15.47,49.07,73.0,520.0,588.0,756.0,722.0,672.0,83.0
19.98,55.09,70.0,505.0,541.0,719.0,679.0,628.0,105.0
20.49,58.76,42.0,518.0,529.0,700.0,643.0,595.0,154.0
17.91,50.88,106.0,508.0,544.0,723.0,684.0,626.0,110.0
18.22,52.86,113.0,596.0,438.0,726.0,687.0,600.0,96.0
20.6,58.31,43.0,518.0,528.0,701.0,643.0,597.0,159.0
20.26,52.0,102.0,554.0,484.0,745.0,699.0,638.0,103.0
21.24,58.55,116.0,528.0,457.0,639.0,599.0,506.0,130.0
20.42,57.37,46.0,524.0,554.0,747.0,696.0,653.0,91.0
18.68,56.49,111.0,601.0,495.0,742.0,702.0,629.0,97.0
20.77,46.27,100.0,591.0,496.0,729.0,685.0,610.0,107.0
18.12,48.42,102.0,507.0,542.0,712.0,675.0,610.0,112.0
19.75,54.01,116.0,570.0,418.0,706.0,646.0,560.0,123.0
21.28,45.61,71.0,564.0,521.0,766.0,722.0,671.0,88.0
24.86,50.35,121.0,551.0,481.0,710.0,668.0,595.0,123.0
22.48,51.8,140.0,571.0,442.0,701.0,652.0,579.0,127.0
16.85,51.33,114.0,514.0,516.0,705.0,648.0,585.0,120.0
17.62,56.38,136.0,582.0,510.0,761.0,720.0,648.0,127.0
24.22,44.79,96.0,605.0,477.0,744.0,701.0,632.0,102.0
20.73,51.82,79.0,513.0,524.0,709.0,650.0,565.0,105.0
20.29,55.63,140.0,563.0,372.0,690.0,636.0,553.0,127.0
17.14,53.94,64.0,512.0,589.0,747.0,716.0,658.0,81.0
20.74,55.2,54.0,521.0,534.0,744.0,690.0,646.0,104.0
22.98,50.74,53.0,540.0,494.0,715.0,670.0,613.0,124.0
19.19,49.94,105.0,508.0,522.0,703.0,661.0,594.0,136.0
20.1,49.75,112.0,503.0,511.0,703.0,664.0,604.0,111.0
16.59,48.63,103.0,512.0,532.0,701.0,624.0,576.0,126.0
17.48,52.73,115.0,508.0,533.0,716.0,675.0,611.0,110.0
22.75,47.12,135.0,583.0,389.0,704.0,662.0,568.0,109.0
22.96,50.3,90.0,536.0,513.0,716.0,671.0,614.0,104.0
19.08,47.47,106.0,503.0,516.0,723.0,684.0,625.0,106.0
17.77,51.99,116.0,502.0,542.0,712.0,675.0,612.0,102.0
20.78,59.15,67.0,516.0,545.0,734.0,682.0,636.0,98.0
24.63,48.57,140.0,561.0,404.0,680.0,607.0,539.0,133.0
20.92,54.58,56.0,522.0,536.0,745.0,691.0,647.0,105.0
17.56,50.94,108.0,508.0,549.0,727.0,688.0,632.0,109.0
21.32,46.01,101.0,521.0,524.0,710.0,663.0,604.0,134.0
24.09,49.75,104.0,528.0,499.0,699.0,657.0,591.0,104.0
18.91,49.47,95.0,504.0,530.0,725.0,688.0,627.0,96.0
23.47,53.45,76.0,533.0,450.0,678.0,634.0,554.0,137.0
22.44,59.0,136.0,508.0,500.0,725.0,659.0,593.0,137.0
20.16,55.7,139.0,563.0,386.0,706.0,662.0,580.0,128.0
16.6,47.38,75.0,613.0,552.0,781.0,748.0,693.0,82.0
20.32,55.25,62.0,539.0,523.0,733.0,687.0,637.0,106.0
20.31,52.72,123.0,571.0,399.0,704.0,659.0,579.0,136.0
20.17,56.42,68.0,503.0,535.0,708.0,667.0,613.0,117.0
21.31,56.25,75.0,532.0,481.0,698.0,652.0,585.0,129.0
20.43,55.13,71.0,503.0,537.0,717.0,675.0,623.0,118.0
18.34,53.89,122.0,590.0,499.0,734.0,693.0,616.0,99.0
19.1,53.45,118.0,523.0,534.0,731.0,691.0,635.0,111.0
19.9,55.88,68.0,503.0,537.0,717.0,676.0,625.0,114.0
20.88,57.57,46.0,518.0,521.0,695.0,635.0,583.0,164.0
16.56,49.94,104.0,510.0,553.0,731.0,691.0,635.0,108.0
19.21,52.77,124.0,589.0,448.0,741.0,700.0,624.0,98.0
19.23,50.67,108.0,518.0,532.0,693.0,655.0,578.0,129.0
20.03,56.69,115.0,531.0,485.0,703.0,655.0,592.0,109.0
23.81,49.24,110.0,542.0,469.0,723.0,646.0,573.0,149.0
23.26,54.04,77.0,536.0,417.0,674.0,628.0,546.0,147.0
20.82,47.98,116.0,596.0,459.0,734.0,691.0,618.0,124.0
17.8,48.5,107.0,510.0,519.0,724.0,684.0,621.0,114.0
22.2,50.47,98.0,502.0,512.0,692.0,649.0,583.0,117.0
19.02,54.62,44.0,545.0,510.0,726.0,680.0,624.0,115.0
19.38,57.28,136.0,561.0,404.0,690.0,648.0,562.0,132.0
19.48,49.18,107.0,504.0,506.0,712.0,671.0,612.0,121.0
18.88,56.3,111.0,527.0,525.0,705.0,667.0,591.0,113.0
24.38,49.65,72.0,533.0,398.0,689.0,632.0,552.0,162.0
24.47,49.03,142.0,569.0,434.0,695.0,645.0,569.0,137.0
18.42,54.47,115.0,523.0,526.0,733.0,691.0,636.0,102.0
20.96,55.77,132.0,560.0,453.0,711.0,652.0,586.0,119.0
21.3,53.79,123.0,553.0,430.0,704.0,658.0,590.0,141.0
18.16,58.82,77.0,563.0,472.0,750.0,706.0,649.0,93.0
16.78,50.53,82.0,608.0,580.0,777.0,743.0,688.0,81.0
21.86,50.91,108.0,554.0,468.0,745.0,697.0,637.0,111.0
16.1,48.25,65.0,540.0,604.0,772.0,739.0,690.0,85.0
22.04,49.6,104.0,580.0,463.0,723.0,679.0,611.0,123.0
16.38,49.83,69.0,517.0,577.0,751.0,716.0,664.0,89.0
22.19,49.8,107.0,545.0,497.0,724.0,671.0,616.0,134.0
18.82,56.34,118.0,598.0,500.0,740.0,699.0,621.0,99.0
14.76,50.58,71.0,520.0,602.0,764.0,733.0,681.0,87.0
17.97,54.7,135.0,584.0,486.0,727.0,672.0,593.0,98.0
20.5,47.91,72.0,540.0,527.0,744.0,704.0,626.0,114.0
21.46,54.89,52.0,546.0,517.0,719.0,673.0,609.0,132.0
