Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.472,0.158,235.27,6.2,0.0,1.0,17.0
1.706,0.146,241.45,7.6,0.0,21.0,0.0
0.324,0.1,242.87,1.4,0.0,0.0,1.0
0.362,0.132,239.13,1.6,0.0,0.0,1.0
1.562,0.054,234.49,6.6,0.0,0.0,17.0
2.304,0.222,242.49,10.0,0.0,0.0,19.0
0.986,0.208,237.09,4.4,0.0,1.0,6.0
2.644,0.116,242.11,10.8,0.0,0.0,18.0
0.574,0.074,241.72,2.4,0.0,0.0,1.0
0.252,0.0,241.86,1.0,0.0,0.0,0.0
0.32,0.064,246.58,1.4,0.0,0.0,0.0
0.126,0.09,241.05,0.6,0.0,1.0,1.0
1.434,0.196,242.36,6.0,0.0,1.0,18.0
3.482,0.072,235.49,14.8,37.0,0.0,17.0
0.478,0.236,245.04,2.2,0.0,0.0,0.0
0.164,0.088,241.36,0.8,0.0,0.0,0.0
1.54,0.176,238.55,6.4,0.0,2.0,0.0
1.446,0.05,239.28,6.0,0.0,0.0,18.0
0.332,0.1,236.98,1.4,0.0,0.0,0.0
0.392,0.352,240.81,2.2,0.0,1.0,1.0
0.428,0.242,245.11,2.0,0.0,0.0,0.0
1.548,0.254,240.57,6.6,0.0,2.0,19.0
0.488,0.094,244.89,2.2,0.0,0.0,0.0
0.158,0.0,241.19,0.8,0.0,0.0,0.0
1.366,0.072,239.0,5.6,0.0,0.0,18.0
2.388,0.432,242.95,10.4,0.0,0.0,0.0
4.04,0.0,236.93,17.0,0.0,38.0,18.0
0.294,0.196,242.3,1.4,0.0,2.0,0.0
3.534,0.098,241.02,14.6,0.0,1.0,18.0
5.324,0.062,237.11,22.4,38.0,1.0,18.0
0.184,0.076,236.93,1.0,0.0,0.0,0.0
0.264,0.0,248.84,1.0,0.0,0.0,1.0
1.224,0.0,239.99,5.0,0.0,0.0,18.0
3.212,0.152,238.24,13.4,0.0,0.0,17.0
0.394,0.23,247.37,1.8,0.0,1.0,0.0
4.116,0.358,234.95,17.8,8.0,0.0,18.0
1.598,0.194,242.88,6.6,0.0,0.0,18.0
0.112,0.0,240.12,0.4,0.0,0.0,0.0
1.682,0.132,241.63,7.0,1.0,4.0,0.0
0.322,0.098,242.81,1.4,0.0,0.0,0.0
2.598,0.718,241.34,11.4,0.0,0.0,19.0
2.904,0.252,237.09,12.2,0.0,18.0,18.0
0.204,0.0,241.38,0.8,0.0,0.0,0.0
0.354,0.142,242.12,1.6,0.0,0.0,0.0
1.508,0.204,244.05,6.2,0.0,1.0,19.0
1.56,0.336,239.61,6.6,0.0,2.0,19.0
1.246,0.054,242.49,5.2,0.0,1.0,0.0
2.774,0.056,236.12,11.8,0.0,0.0,17.0
0.192,0.0,243.54,0.8,0.0,0.0,0.0
0.21,0.046,241.8,0.8,0.0,0.0,0.0
1.288,0.0,235.76,5.8,0.0,0.0,17.0
0.508,0.224,243.18,2.6,0.0,0.0,4.0
3.224,0.476,242.95,13.4,0.0,2.0,18.0
1.66,0.082,240.06,7.0,2.0,0.0,18.0
1.334,0.102,240.17,6.6,0.0,1.0,1.0
0.42,0.22,242.24,1.8,0.0,0.0,1.0
0.828,0.0,240.66,5.2,0.0,0.0,0.0
0.478,0.102,245.07,2.2,0.0,0.0,0.0
3.948,0.274,240.23,16.4,40.0,0.0,18.0
0.528,0.222,244.65,2.4,0.0,2.0,0.0
0.304,0.0,241.17,1.4,0.0,0.0,0.0
0.294,0.218,238.03,1.4,0.0,2.0,1.0
0.136,0.0,236.77,0.6,0.0,0.0,1.0
0.22,0.14,243.16,1.0,0.0,1.0,1.0
3.822,0.174,236.98,16.0,0.0,36.0,17.0
0.51,0.128,238.65,2.2,0.0,0.0,1.0
2.116,0.424,238.5,9.0,1.0,1.0,0.0
0.138,0.0,242.29,0.6,0.0,0.0,1.0
0.28,0.0,240.25,1.2,0.0,0.0,1.0
0.49,0.266,248.94,2.2,0.0,1.0,1.0
2.266,0.092,239.81,9.4,0.0,0.0,18.0
0.362,0.26,240.74,1.8,0.0,2.0,0.0
0.08,0.0,239.81,0.2,0.0,0.0,1.0
0.404,0.052,240.71,1.8,0.0,0.0,0.0
0.384,0.1,244.26,1.6,0.0,0.0,0.0
0.346,0.062,235.68,1.6,0.0,1.0,0.0
0.156,0.0,238.4,0.6,0.0,0.0,1.0
4.54,0.068,236.39,20.0,0.0,0.0,17.0
0.266,0.0,244.03,1.0,0.0,0.0,1.0
0.434,0.11,240.46,2.0,0.0,0.0,1.0
1.206,0.102,239.8,5.0,0.0,0.0,1.0
0.244,0.0,242.75,1.0,0.0,0.0,0.0
0.22,0.0,241.62,1.0,0.0,0.0,0.0
0.286,0.102,245.88,1.2,0.0,0.0,0.0
0.234,0.142,244.31,1.0,0.0,2.0,0.0
1.452,0.166,238.9,6.0,0.0,0.0,0.0
0.642,0.0,241.22,2.6,0.0,0.0,0.0
4.02,0.164,241.2,17.0,0.0,35.0,19.0
1.544,0.0,238.98,6.4,0.0,0.0,18.0
0.208,0.098,236.52,1.0,0.0,0.0,0.0
0.306,0.0,242.47,1.4,0.0,0.0,1.0
2.61,0.352,240.78,10.8,0.0,3.0,19.0
1.982,0.0,240.26,8.4,0.0,2.0,17.0
0.318,0.216,239.8,1.6,0.0,0.0,1.0
2.91,0.128,235.62,12.2,0.0,0.0,17.0
1.464,0.212,236.38,6.6,0.0,0.0,13.0
0.314,0.14,244.84,1.4,0.0,0.0,0.0
0.226,0.0,242.18,1.0,0.0,0.0,0.0
1.726,0.06,242.65,7.6,0.0,0.0,19.0
2.732,0.0,234.67,11.6,0.0,0.0,18.0
1.452,0.0,244.83,5.8,0.0,0.0,19.0
0.326,0.104,243.96,1.4,0.0,0.0,0.0
0.294,0.106,240.7,1.2,0.0,0.0,0.0
1.38,0.07,236.74,5.8,0.0,0.0,17.0
1.218,0.082,234.5,5.2,0.0,0.0,16.0
5.406,0.512,233.13,23.4,37.0,0.0,0.0
2.922,0.32,241.02,12.4,0.0,2.0,18.0
0.304,0.12,241.02,1.4,0.0,0.0,0.0
0.208,0.0,242.38,0.8,0.0,0.0,0.0
0.62,0.054,241.24,2.6,0.0,0.0,0.0
2.862,0.048,236.95,12.0,0.0,0.0,17.0
0.462,0.244,246.26,2.2,0.0,1.0,1.0
2.054,0.0,236.94,8.6,1.0,0.0,0.0
1.6,0.068,241.54,6.6,0.0,0.0,0.0
0.224,0.0,247.73,1.0,0.0,0.0,0.0
1.44,0.36,238.68,6.2,0.0,2.0,18.0
0.43,0.242,242.79,2.0,0.0,2.0,1.0
0.53,0.13,238.77,2.4,1.0,0.0,1.0
0.93,0.326,239.19,4.0,0.0,1.0,0.0
0.502,0.282,235.77,2.4,0.0,2.0,0.0
1.834,0.224,238.36,7.6,0.0,0.0,18.0
1.99,0.456,240.73,8.4,0.0,1.0,17.0
0.434,0.22,246.94,2.0,0.0,1.0,0.0
0.382,0.16,245.52,1.8,0.0,0.0,0.0
1.424,0.202,240.29,6.0,0.0,0.0,18.0
0.174,0.0,240.51,0.8,0.0,0.0,1.0
1.896,0.0,237.1,8.0,0.0,0.0,17.0
0.312,0.25,243.12,1.6,0.0,0.0,1.0
0.554,0.096,241.66,2.2,1.0,0.0,1.0
1.936,0.28,236.67,8.2,0.0,0.0,18.0
1.468,0.328,238.42,6.2,0.0,2.0,18.0
0.306,0.116,239.51,1.4,0.0,0.0,0.0
0.292,0.196,240.41,1.4,0.0,1.0,1.0
0.282,0.086,247.17,1.2,0.0,1.0,0.0
0.216,0.1,238.77,1.0,0.0,0.0,0.0
0.356,0.156,239.11,1.6,0.0,1.0,0.0
0.246,0.0,242.4,1.0,0.0,0.0,1.0
1.702,0.064,243.14,7.0,0.0,1.0,19.0
2.462,0.0,239.01,10.2,0.0,37.0,0.0
2.312,0.264,240.33,10.4,14.0,0.0,1.0
0.296,0.104,244.09,1.2,0.0,0.0,0.0
0.334,0.212,240.39,1.6,0.0,0.0,1.0
1.19,0.0,237.04,5.0,0.0,0.0,18.0
0.332,0.094,240.81,1.4,0.0,0.0,0.0
0.328,0.112,244.91,1.4,0.0,2.0,1.0
0.216,0.0,242.63,1.0,0.0,0.0,0.0
0.318,0.104,241.44,1.4,0.0,0.0,0.0
3.068,0.3,236.22,13.0,0.0,0.0,17.0
0.396,0.216,237.75,1.8,0.0,1.0,0.0
1.44,0.114,239.25,6.0,0.0,0.0,19.0
0.434,0.098,236.54,1.8,1.0,0.0,0.0
0.286,0.0,245.16,1.2,0.0,0.0,0.0
0.898,0.086,240.03,3.8,1.0,0.0,1.0
0.258,0.27,239.49,1.4,0.0,2.0,0.0
0.192,0.104,244.0,0.8,0.0,1.0,0.0
1.43,0.07,241.48,5.8,0.0,0.0,19.0
0.738,0.0,237.17,3.2,0.0,0.0,0.0
3.516,0.244,244.83,14.4,0.0,40.0,0.0
2.566,0.644,241.7,11.4,1.0,0.0,18.0
0.312,0.0,235.66,1.6,0.0,0.0,0.0
0.36,0.214,240.81,1.8,0.0,0.0,1.0
0.546,0.128,240.71,2.4,0.0,1.0,0.0
1.728,0.324,239.27,7.2,0.0,1.0,17.0
1.82,0.146,239.61,7.6,0.0,0.0,18.0
1.954,0.072,241.08,8.2,0.0,0.0,18.0
4.29,0.19,235.85,18.6,0.0,1.0,17.0
0.774,0.062,236.59,3.2,0.0,0.0,0.0
0.08,0.0,240.87,0.2,0.0,0.0,1.0
1.306,0.098,244.51,5.2,0.0,0.0,18.0
0.398,0.1,242.9,1.8,0.0,0.0,1.0
2.62,0.058,241.83,10.8,0.0,1.0,0.0
0.394,0.0,245.59,1.8,0.0,0.0,0.0
0.378,0.108,240.17,1.6,0.0,0.0,0.0
1.364,0.056,237.43,5.6,0.0,0.0,1.0
2.27,0.054,235.27,9.6,0.0,1.0,17.0
0.62,0.152,241.15,3.0,0.0,0.0,8.0
1.728,0.076,241.77,7.2,1.0,0.0,19.0
0.342,0.126,244.66,1.4,0.0,0.0,1.0
0.544,0.048,242.64,2.6,0.0,0.0,0.0
0.224,0.0,242.66,0.8,0.0,0.0,1.0
0.908,0.23,246.28,4.0,0.0,1.0,0.0
1.466,0.104,241.74,6.0,0.0,0.0,18.0
1.166,0.202,241.88,4.8,0.0,4.0,0.0
1.43,0.088,243.19,5.8,0.0,0.0,18.0
0.24,0.112,243.0,1.0,0.0,1.0,1.0
0.266,0.156,241.78,1.4,0.0,1.0,0.0
0.274,0.202,233.87,1.4,0.0,1.0,0.0
1.46,0.194,243.93,6.0,0.0,1.0,0.0
0.448,0.186,238.47,2.0,0.0,0.0,0.0
0.542,0.122,245.83,2.2,0.0,0.0,1.0
1.524,0.0,238.2,6.4,0.0,0.0,1.0
0.314,0.124,242.82,1.4,0.0,2.0,0.0
1.074,0.054,237.97,4.4,0.0,0.0,0.0
0.212,0.094,241.81,1.0,0.0,0.0,0.0
1.99,0.172,238.42,8.4,0.0,1.0,1.0
3.702,0.122,243.49,15.8,33.0,1.0,19.0
0.166,0.0,236.18,0.8,0.0,0.0,0.0
0.184,0.154,242.03,1.0,0.0,0.0,1.0
0.308,0.244,242.51,1.6,0.0,0.0,0.0
0.97,0.18,238.4,4.0,0.0,0.0,1.0
0.154,0.124,241.46,0.8,0.0,0.0,0.0
1.662,0.282,238.1,7.0,0.0,4.0,18.0
0.23,0.0,240.83,1.0,0.0,0.0,0.0
2.476,0.0,238.45,10.4,0.0,0.0,18.0
1.072,0.132,239.15,5.6,10.0,0.0,1.0
0.322,0.074,240.28,1.4,0.0,0.0,0.0
2.166,0.22,239.77,9.0,0.0,1.0,18.0
0.418,0.244,243.72,2.0,0.0,1.0,1.0
0.36,0.118,243.75,1.6,0.0,0.0,1.0
0.27,0.07,239.38,1.2,0.0,2.0,0.0
0.72,0.266,240.8,3.2,0.0,1.0,0.0
0.398,0.248,240.26,2.0,0.0,1.0,0.0
5.038,0.554,247.22,20.6,0.0,32.0,19.0
0.606,0.24,245.64,2.6,0.0,2.0,0.0
0.762,0.098,242.23,3.2,0.0,0.0,1.0
0.316,0.092,242.64,1.4,0.0,0.0,0.0
0.234,0.112,240.19,1.0,0.0,0.0,0.0
0.314,0.128,242.2,1.4,0.0,0.0,0.0
3.424,0.0,234.13,14.6,36.0,0.0,18.0
2.478,0.092,241.79,10.2,0.0,0.0,19.0
0.244,0.148,243.88,1.2,0.0,0.0,1.0
1.49,0.362,237.6,6.4,0.0,2.0,13.0
1.756,0.046,243.18,8.2,0.0,0.0,0.0
1.61,0.402,241.32,6.8,0.0,0.0,18.0
1.38,0.194,238.97,5.8,0.0,1.0,18.0
2.462,0.08,237.8,10.2,38.0,1.0,0.0
1.61,0.0,244.18,6.6,0.0,0.0,19.0
2.204,0.31,241.07,9.2,0.0,0.0,0.0
1.886,0.246,238.89,8.0,0.0,0.0,28.0
4.58,0.0,237.24,19.2,37.0,0.0,18.0
1.066,0.464,240.03,4.8,0.0,0.0,0.0
0.59,0.368,243.04,2.8,0.0,1.0,0.0
1.45,0.104,236.94,6.0,0.0,0.0,17.0
1.392,0.052,243.03,5.6,0.0,1.0,19.0
0.08,0.0,240.05,0.2,0.0,0.0,0.0
1.458,0.126,244.71,5.8,0.0,0.0,19.0
0.278,0.056,241.91,1.2,0.0,0.0,0.0
1.53,0.066,237.97,6.4,0.0,0.0,17.0
1.362,0.06,241.51,5.6,0.0,2.0,17.0
1.632,0.0,236.3,6.8,0.0,0.0,17.0
0.67,0.232,242.14,3.2,0.0,0.0,9.0
1.364,0.066,242.21,5.6,0.0,1.0,18.0
0.234,0.104,235.42,1.2,0.0,0.0,0.0
1.45,0.052,246.07,5.8,0.0,0.0,19.0
0.366,0.148,241.25,1.6,0.0,0.0,1.0
0.138,0.0,242.64,0.6,0.0,0.0,0.0
2.032,0.176,237.83,8.8,0.0,0.0,17.0
0.476,0.096,243.72,2.0,0.0,0.0,0.0
0.222,0.0,244.85,1.0,0.0,0.0,0.0
2.41,0.09,238.4,10.2,0.0,0.0,18.0
0.794,0.19,240.22,3.4,0.0,0.0,0.0
0.586,0.384,235.69,3.0,1.0,1.0,0.0
0.294,0.086,243.23,1.2,0.0,1.0,0.0
0.196,0.096,240.59,0.8,0.0,1.0,0.0
0.608,0.12,238.59,2.6,0.0,0.0,1.0
2.76,0.048,239.47,11.4,0.0,0.0,18.0
1.18,0.0,238.52,4.8,0.0,0.0,0.0
0.248,0.0,242.97,1.0,0.0,0.0,1.0
1.478,0.178,237.77,6.2,0.0,2.0,18.0
0.372,0.0,236.77,1.6,0.0,0.0,0.0
0.954,0.282,241.83,4.0,0.0,0.0,13.0
1.802,0.198,238.14,7.6,0.0,1.0,19.0
1.59,0.16,239.61,6.6,0.0,0.0,19.0
0.436,0.108,240.19,2.0,0.0,0.0,0.0
0.72,0.306,243.07,3.6,0.0,0.0,7.0
0.216,0.134,239.43,1.0,0.0,0.0,0.0
0.264,0.0,244.38,1.0,0.0,0.0,1.0
0.214,0.08,234.54,1.2,0.0,0.0,0.0
1.4,0.116,239.17,5.8,0.0,0.0,18.0
0.5,0.096,242.49,2.2,0.0,0.0,0.0
0.156,0.0,241.39,0.6,0.0,0.0,1.0
1.45,0.056,241.41,6.0,0.0,0.0,18.0
0.464,0.05,244.2,1.8,0.0,0.0,1.0
0.266,0.0,242.29,1.0,0.0,0.0,1.0
0.33,0.098,244.08,1.4,0.0,1.0,0.0
0.48,0.056,240.28,2.0,0.0,0.0,0.0
2.672,0.306,238.07,11.8,13.0,1.0,18.0
1.976,0.162,240.31,8.2,1.0,0.0,18.0
0.162,0.13,244.45,0.8,0.0,0.0,1.0
1.488,0.104,240.71,6.2,0.0,0.0,18.0
0.266,0.168,244.77,1.4,0.0,0.0,1.0
0.432,0.15,246.53,1.8,0.0,0.0,0.0
0.132,0.0,239.46,0.6,0.0,0.0,0.0
1.066,0.09,242.06,4.4,0.0,0.0,0.0
0.218,0.132,241.5,1.0,0.0,0.0,0.0
1.876,0.152,234.49,8.0,0.0,0.0,17.0
0.77,0.188,242.93,3.2,0.0,1.0,0.0
0.638,0.052,243.37,2.6,0.0,0.0,0.0
1.372,0.172,235.72,5.8,1.0,0.0,17.0
2.604,0.242,241.28,10.8,0.0,0.0,19.0
0.774,0.062,240.67,3.4,0.0,0.0,0.0
0.69,0.09,243.28,2.8,0.0,0.0,0.0
1.572,0.13,240.54,6.6,0.0,0.0,17.0
0.296,0.072,241.8,1.2,0.0,2.0,1.0
0.318,0.234,239.43,1.6,0.0,1.0,0.0
0.22,0.126,243.7,1.0,0.0,1.0,1.0
0.37,0.114,244.05,1.6,0.0,0.0,0.0
0.342,0.222,240.43,1.8,0.0,0.0,1.0
0.49,0.0,240.63,2.0,0.0,0.0,0.0
0.438,0.0,239.39,1.8,0.0,0.0,0.0
2.666,0.204,236.59,11.2,0.0,0.0,17.0
4.948,0.616,233.05,21.8,27.0,0.0,17.0
1.672,0.112,239.97,7.0,0.0,0.0,18.0
0.292,0.132,243.61,1.4,0.0,0.0,0.0
0.94,0.178,241.39,4.0,0.0,0.0,1.0
1.282,0.07,240.27,5.2,0.0,0.0,18.0
0.242,0.0,243.43,1.0,0.0,0.0,1.0
0.234,0.116,238.75,1.0,0.0,0.0,1.0
0.344,0.094,241.44,1.4,0.0,0.0,0.0
0.366,0.126,244.52,1.6,0.0,0.0,0.0
0.824,0.108,241.87,5.0,7.0,0.0,1.0
3.126,0.0,243.04,13.4,0.0,29.0,18.0
0.228,0.0,242.25,1.0,0.0,0.0,0.0
1.55,0.188,242.88,6.4,1.0,0.0,18.0
0.294,0.116,239.48,1.2,0.0,1.0,1.0
1.794,0.184,240.22,7.4,1.0,0.0,18.0
1.96,0.178,240.61,8.2,0.0,0.0,18.0
1.194,0.082,236.02,5.0,0.0,0.0,17.0
0.306,0.098,244.69,1.2,0.0,1.0,0.0
0.504,0.116,243.28,2.4,0.0,0.0,0.0
1.294,0.434,241.97,5.6,0.0,1.0,11.0
1.974,0.382,245.62,8.2,0.0,5.0,19.0
1.446,0.078,242.58,5.8,0.0,0.0,19.0
0.33,0.068,237.46,1.4,0.0,0.0,1.0
0.288,0.066,245.25,1.2,0.0,0.0,0.0
0.102,0.0,233.63,0.4,0.0,0.0,0.0
0.312,0.246,239.52,1.6,0.0,2.0,1.0
0.598,0.178,245.88,2.4,0.0,0.0,1.0
0.436,0.328,240.48,2.2,0.0,1.0,0.0
2.774,0.21,236.91,11.6,0.0,0.0,17.0
1.338,0.106,241.82,5.4,0.0,0.0,18.0
0.228,0.0,246.27,1.0,0.0,0.0,0.0
0.566,0.0,241.87,2.4,0.0,0.0,1.0
1.392,0.0,237.88,5.8,0.0,2.0,18.0
0.35,0.192,242.76,1.8,0.0,0.0,0.0
0.998,0.432,242.21,4.6,0.0,2.0,0.0
1.908,0.072,242.91,7.8,0.0,0.0,19.0
1.61,0.08,237.71,6.8,0.0,0.0,17.0
2.572,0.128,235.61,10.8,0.0,0.0,17.0
0.354,0.226,244.45,1.6,0.0,0.0,1.0
0.448,0.228,241.82,2.0,0.0,2.0,0.0
1.356,0.0,243.62,5.4,0.0,0.0,19.0
0.26,0.0,241.44,1.0,0.0,0.0,0.0
1.956,0.086,227.58,8.8,0.0,0.0,17.0
1.31,0.096,234.45,5.6,0.0,0.0,16.0
1.248,0.0,236.15,5.2,0.0,0.0,17.0
0.276,0.102,241.06,1.2,0.0,0.0,0.0
1.408,0.19,236.69,6.0,0.0,2.0,12.0
1.42,0.0,242.16,5.8,0.0,1.0,0.0
0.136,0.0,240.99,0.6,0.0,0.0,0.0
0.23,0.094,240.45,1.0,0.0,0.0,1.0
0.24,0.0,246.71,1.0,0.0,0.0,0.0
1.476,0.19,242.11,6.0,0.0,0.0,18.0
1.836,0.206,237.02,7.8,0.0,2.0,17.0
1.302,0.054,241.69,5.4,0.0,0.0,18.0
1.594,0.218,239.96,6.6,0.0,0.0,17.0
0.252,0.094,244.48,1.0,0.0,2.0,1.0
0.418,0.322,241.79,2.2,0.0,1.0,1.0
1.874,0.402,238.65,8.0,0.0,2.0,18.0
0.398,0.22,239.82,1.8,0.0,2.0,1.0
3.308,0.356,233.51,14.2,0.0,1.0,28.0
2.39,0.33,238.38,10.4,0.0,9.0,29.0
1.362,0.194,239.45,5.6,0.0,1.0,18.0
0.482,0.184,242.67,2.2,0.0,1.0,0.0
1.908,0.252,238.82,8.0,0.0,0.0,0.0
1.38,0.09,240.11,5.6,0.0,0.0,19.0
0.17,0.088,234.36,0.8,0.0,0.0,0.0
2.502,0.072,237.13,10.6,0.0,37.0,0.0
0.312,0.212,241.66,1.6,0.0,1.0,1.0
1.104,0.0,243.61,4.8,0.0,0.0,0.0
1.404,0.182,241.02,5.8,0.0,0.0,0.0
3.264,0.412,239.52,13.6,1.0,0.0,18.0
1.516,0.176,237.78,6.4,0.0,0.0,18.0
1.794,0.0,238.96,7.4,0.0,0.0,17.0
0.324,0.102,238.75,1.4,0.0,2.0,1.0
1.578,0.0,241.76,7.6,0.0,0.0,0.0
0.324,0.0,243.23,1.4,0.0,0.0,0.0
0.292,0.056,243.13,1.4,0.0,0.0,0.0
0.53,0.266,239.45,2.4,1.0,0.0,0.0
0.208,0.14,241.65,1.0,0.0,0.0,0.0
0.302,0.08,242.52,1.2,0.0,1.0,0.0
0.162,0.104,240.83,0.8,0.0,1.0,0.0
0.354,0.046,243.02,1.6,0.0,0.0,0.0
0.436,0.168,243.0,1.8,0.0,1.0,1.0
1.57,0.0,245.66,6.4,0.0,0.0,18.0
0.224,0.112,237.93,1.0,0.0,2.0,1.0
1.21,0.076,234.32,5.0,0.0,1.0,17.0
0.316,0.07,243.03,1.4,0.0,0.0,0.0
1.438,0.084,239.65,6.0,0.0,0.0,18.0
0.13,0.0,241.11,0.6,0.0,0.0,1.0
1.33,0.052,246.01,5.4,0.0,0.0,18.0
1.562,0.0,237.99,6.4,0.0,0.0,17.0
0.222,0.104,241.55,1.0,0.0,0.0,0.0
6.376,0.27,237.81,26.8,0.0,37.0,18.0
2.85,0.146,238.1,13.0,18.0,0.0,18.0
3.33,0.098,240.99,13.8,38.0,1.0,1.0
3.466,0.082,237.21,14.6,0.0,0.0,17.0
0.254,0.0,243.74,1.2,0.0,0.0,0.0
3.844,0.35,238.18,16.2,0.0,37.0,17.0
1.504,0.076,242.84,6.2,0.0,0.0,18.0
0.22,0.064,245.49,1.0,0.0,0.0,0.0
0.156,0.0,240.16,0.6,0.0,0.0,1.0
0.332,0.264,242.45,1.6,0.0,0.0,0.0
0.33,0.094,245.64,1.4,0.0,0.0,0.0
0.402,0.244,245.84,1.8,0.0,0.0,0.0
0.498,0.0,233.66,2.0,0.0,1.0,0.0
1.466,0.0,240.46,6.0,0.0,0.0,18.0
0.22,0.0,243.84,0.8,0.0,0.0,0.0
1.278,0.116,240.12,5.2,0.0,2.0,19.0
0.82,0.1,240.34,3.4,0.0,0.0,0.0
3.444,0.464,237.47,14.6,0.0,1.0,17.0
1.194,0.0,236.67,5.0,0.0,0.0,18.0
0.292,0.238,244.85,1.4,0.0,1.0,0.0
0.214,0.0,239.88,0.8,0.0,0.0,0.0
0.282,0.07,238.03,1.2,0.0,1.0,0.0
0.386,0.204,244.23,1.8,0.0,0.0,0.0
0.528,0.106,243.41,2.2,0.0,2.0,0.0
0.154,0.0,241.66,0.6,0.0,0.0,0.0
1.748,0.186,239.48,7.2,0.0,0.0,0.0
0.322,0.208,239.8,1.6,0.0,0.0,1.0
0.352,0.096,244.79,1.8,0.0,0.0,0.0
1.34,0.126,237.04,5.6,0.0,19.0,1.0
0.22,0.0,241.14,1.0,0.0,0.0,0.0
1.768,0.166,234.6,7.4,0.0,1.0,18.0
4.074,0.222,242.43,16.8,40.0,0.0,19.0
0.318,0.094,240.3,1.4,0.0,1.0,0.0
0.55,0.0,240.48,2.2,0.0,0.0,1.0
2.328,0.304,238.36,10.4,14.0,0.0,1.0
3.12,0.332,239.78,13.0,0.0,2.0,17.0
0.27,0.082,244.19,1.2,0.0,0.0,0.0
0.08,0.0,239.77,0.2,0.0,0.0,0.0
0.518,0.0,244.42,2.2,0.0,0.0,1.0
1.634,0.246,242.3,6.8,0.0,0.0,19.0
2.69,0.124,236.26,11.4,0.0,0.0,0.0
0.238,0.196,241.8,1.2,0.0,1.0,0.0
1.37,0.0,239.78,5.6,0.0,0.0,17.0
0.248,0.108,234.83,1.2,0.0,0.0,0.0
0.264,0.204,234.87,1.4,0.0,0.0,0.0
1.304,0.108,241.26,5.4,0.0,0.0,18.0
0.384,0.224,241.78,1.8,0.0,0.0,1.0
0.174,0.148,239.07,0.8,0.0,0.0,1.0
1.362,0.204,239.94,5.6,0.0,0.0,18.0
3.096,0.172,240.42,12.8,0.0,0.0,18.0
0.446,0.156,244.33,1.8,0.0,2.0,1.0
0.378,0.208,241.64,1.8,0.0,0.0,1.0
1.372,0.0,250.58,5.4,0.0,0.0,19.0
0.208,0.11,242.74,1.0,0.0,0.0,1.0
0.44,0.118,243.99,1.8,0.0,0.0,1.0
1.474,0.072,241.32,6.0,0.0,0.0,18.0
1.632,0.28,241.85,6.8,1.0,0.0,18.0
2.524,0.384,239.41,10.6,0.0,1.0,1.0
0.13,0.0,237.69,0.6,0.0,0.0,0.0
2.808,0.132,238.1,11.8,0.0,0.0,17.0
1.642,0.056,239.55,6.8,0.0,0.0,0.0
0.218,0.0,242.59,1.0,0.0,0.0,0.0
1.266,0.0,234.36,5.4,0.0,0.0,17.0
0.354,0.148,246.14,1.6,0.0,0.0,0.0
1.796,0.112,242.13,7.4,1.0,2.0,22.0
0.304,0.0,246.11,1.2,0.0,0.0,1.0
0.156,0.0,241.49,0.6,0.0,0.0,0.0
0.296,0.068,242.65,1.2,0.0,0.0,0.0
1.53,0.058,237.26,6.4,0.0,0.0,17.0
0.472,0.31,240.78,2.2,0.0,1.0,1.0
0.198,0.0,241.93,1.0,0.0,0.0,1.0
2.532,0.374,236.44,11.0,0.0,0.0,0.0
0.432,0.054,241.73,1.8,0.0,0.0,0.0
1.574,0.074,241.89,6.4,0.0,0.0,18.0
0.376,0.336,239.58,2.0,0.0,1.0,0.0
0.606,0.132,245.98,2.4,0.0,0.0,0.0
0.336,0.248,241.62,1.6,0.0,0.0,1.0
0.464,0.146,242.36,2.0,0.0,2.0,1.0
1.454,0.174,240.72,6.0,0.0,0.0,17.0
0.08,0.0,238.58,0.2,0.0,0.0,1.0
0.504,0.066,239.55,2.0,0.0,1.0,0.0
0.22,0.114,241.77,1.0,0.0,0.0,1.0
0.308,0.078,244.62,1.4,0.0,0.0,0.0
0.178,0.158,242.99,0.8,0.0,0.0,1.0
0.23,0.088,240.31,1.0,0.0,1.0,1.0
1.46,0.388,238.99,6.2,0.0,0.0,0.0
0.39,0.188,234.99,1.8,0.0,2.0,0.0
0.418,0.112,248.01,1.8,0.0,0.0,0.0
0.344,0.154,242.58,1.6,0.0,0.0,1.0
0.132,0.0,239.62,0.6,0.0,0.0,1.0
0.324,0.146,243.78,1.4,0.0,1.0,0.0
1.642,0.08,238.87,7.0,0.0,0.0,18.0
1.57,0.106,242.08,6.4,1.0,1.0,19.0
0.416,0.0,242.94,1.6,0.0,0.0,0.0
0.86,0.0,243.49,3.6,0.0,0.0,0.0
1.018,0.0,242.09,4.2,0.0,0.0,0.0
0.346,0.06,246.98,1.4,0.0,0.0,1.0
2.608,0.046,237.27,11.0,0.0,0.0,18.0
1.464,0.164,232.51,6.2,0.0,0.0,17.0
1.614,0.048,244.68,6.6,0.0,4.0,19.0
3.804,0.082,231.23,16.4,36.0,0.0,16.0
0.51,0.358,240.32,2.6,0.0,1.0,1.0
1.72,0.132,240.36,7.2,0.0,0.0,19.0
1.794,0.086,243.91,7.4,0.0,0.0,19.0
1.48,0.154,237.53,6.2,0.0,18.0,0.0
